title,price,image
"Chevrolet Lanos 1 поколение Седан , 2007",1658$ ,https://i.cars.kg/preview/r/KApmUDw7h3V1EN3k8C2nqg/1080x-/20220927/b7b2854709d6cff132174d13ebcc3b8b.jpg
"BMW 5 серия , 2008",11500$ ,https://i.cars.kg/preview/r/9QBSFDJ6KMOuHtwoQaUlUg/1080x-/20220927/a6f7f25c94abbeb86843c649952acd21.jpg
"Ford Fiesta , 2019",12300$ ,
"Mercedes-Benz E-Класс W212/S212/C207/A207 [рестайлинг] Купе , 2015",31000$ ,https://i.cars.kg/preview/r/CS0ralQHGMIk68JL85F3-g/1080x-/20220926/7e40155d53f02e2cebfe7545ac52bfa1.jpeg
"Mercedes-Benz E-Класс W124 Седан 4-дв. , 1988",1895$ ,https://i.cars.kg/preview/r/NS2qKOsRueVGIZiPRYaj9w/1080x-/20220926/573b7e07288c545d727ffb61c2f86741.jpg
"Lexus RX 4 поколение Кроссовер , 2017",55000$ ,https://i.cars.kg/preview/r/MoFgzivd1bQetSEN7PCb6A/1080x-/20220926/be2223097841bc3e000248ec43ae7eec.jpg
"Lexus RX 2 поколение Кроссовер , 2004",13000$ ,https://i.cars.kg/preview/r/GlpGywdSfjq3DWYVh0FFjA/1080x-/20220926/aa3d555c71c09c014e3855f6316cc511.jpg
"Hyundai полисайд, 2019",40000$ ,https://i.cars.kg/preview/r/rBYuyFwBA_4PfEIAuI0tYQ/1080x-/20220926/039ec3f495a1c7943c48df12ad6c8bb6.jpg
"Lexus GX 1 поколение Внедорожник , 2007",28000$ ,https://i.cars.kg/preview/r/ttQpznjnhlU3ClbzPKBB0Q/1080x-/20220926/248f8bd1f842b03bed5a7c0921a6bcd5.webp
"BMW X5 E53 Кроссовер , 2000",6000$ ,https://i.cars.kg/preview/r/zPLkS7VKIFdmPLKdXIK89w/1080x-/20220926/6b45b7ae4685ecdc5a0fee75d8a37b5e.jpg
"Toyota RAV4 4 поколение [рестайлинг] Кроссовер , 2017",23800$ ,https://i.cars.kg/preview/r/4jrCVC12Fd3b8hwCQccb4w/1080x-/20220926/a6e54d283fce285e438dae69bfdf6ab6.jpg
"Toyota RAV4 4 поколение [рестайлинг] Кроссовер , 2021",46500$ ,https://i.cars.kg/preview/r/_9MLhqVfT7uZM1DqmpZ79w/1080x-/20220925/27cebe66d3aae370d415e087dfc85963.jpg
"Toyota Camry XV50 [рестайлинг] Седан , 2020",28650$ ,https://i.cars.kg/preview/r/aYXJn49hYU9LA09u14Mtew/1080x-/20220925/44cdb2603d71ab7f5499e906543b8a20.jpg
"Toyota Highlander 3 поколение Кроссовер , 2016",34000$ ,https://i.cars.kg/preview/r/FKBHGNAdQ3ozNi1SNINMcA/1080x-/20220925/c88d120e855c4abee0e6096f21e7c9b2.jpg
"Lexus RX 4 поколение Кроссовер , 2018",47300$ ,https://i.cars.kg/preview/r/_u2aU7RGiFYS3QgMRFRbCQ/1080x-/20220925/d8f976a2ccf70a4549b872a4f5e3881d.jpg
"Toyota 4Runner 5 поколение Внедорожник , 2017",43000$ ,https://i.cars.kg/preview/r/T_nXx75gCjKigOni_cuImw/1080x-/20220925/64b38b3260643e0627da8edc2fb51304.webp
"Westfield , 2019",19000$ ,https://i.cars.kg/preview/r/OwJ8WMRcWaK8mItd82S8tQ/1080x-/20220925/f0c4456ec809a2f59609cb6d8db8404b.jpg
"Audi 100 4A/C4 Седан , 1990",3079$ ,https://i.cars.kg/preview/r/zb-wirXLJb03bhF578tUYg/1080x-/20221023/dbd503bf24a64bac368481e65eef4215.jpg
"Lexus ES 6 поколение Седан , 2013",25000$ ,https://i.cars.kg/preview/r/Paf5FdUGDPfc2tb5gWUzeQ/1080x-/20220924/a41fab9ad231cf8627c625008baf5980.jpg
"Lexus RX 2 поколение Кроссовер , 2003",13800$ ,https://i.cars.kg/preview/r/Z7Tl1HZiKDy96BKDSV1aHA/1080x-/20220924/62a3a068cd4c3c2aadf94fb266264d65.webp
"Lexus , 2016",35500$ ,https://i.cars.kg/preview/r/h3pFfBvfTktdKcWcUria-g/1080x-/20220924/edc4ebe9db1a6def2f484172c2efd5c0.jpg
"Volkswagen Passat B3 Седан , 1989",1539$ ,https://i.cars.kg/preview/r/KXpGa12JYQnE5iloebfPMA/1080x-/20220924/51652532d251fa8a9f23f1c186d4252b.jpg
"Mazda 6 1 поколение [рестайлинг] Седан 4-дв. , 2004",5500$ ,https://i.cars.kg/preview/r/cyifN31pTPgS4ZTf4Vjm3Q/1080x-/20220924/7e48b00e34b9f3eb699c13043a34734c.webp
"Mitsubishi Delica 4 поколение Минивэн , 1996",6900$ ,https://i.cars.kg/preview/r/V_oqf1VCdnZlQgEjPgq60w/1080x-/20220923/ce829fac69fb0c3133445bb87810fda0.jpg
"Mercedes-Benz V-Класс W447 Микроавтобус , 2000",11000$ ,https://i.cars.kg/preview/r/Gp2YCJ1Mqglm2Os4YdliVQ/1080x-/20220923/c1cbb83a9bf18028eb19228aa91d3d4a.jpg
"BMW X5 F15 Кроссовер , 2015",37000$ ,https://i.cars.kg/preview/r/kUo4paH7zaxvgNxhlP9NfQ/1080x-/20220923/d58364c3f5751fef7429b61ac9a87ca5.jpg
"Toyota Alphard 1 поколение [рестайлинг] Минивэн , 2005",18500$ ,https://i.cars.kg/preview/r/dkODMPZpSMqPp88YMXIOqA/1080x-/20220923/399d5a2e0d4967a6fb556c695b863247.webp
"Kia K5 1 поколение Седан , 2020",37500$ ,https://i.cars.kg/preview/r/Kbfv_rAKojiIZJbeQa2CCg/1080x-/20220923/279adf6f0ff781935a549c4a7410dcc4.jpg
"Lexus NX 1 поколение Кроссовер 5-дв. , 2018",33000$ ,https://i.cars.kg/preview/r/o6KnfdqbDxQrC-gvo1WrVw/1080x-/20220923/70ee3bc9f89e87b6e4f4da44f74fa43c.webp
"Toyota Land Cruiser Prado J120 Внедорожник 5-дв. , 2007",21500$ ,https://i.cars.kg/preview/r/pofMeFxq-TWx2G3L7HfiIQ/1080x-/20220922/c4ae57516ce8a3128d323c6dc2b3c6ec.jpeg
"Toyota Camry XV50 Седан 4-дв. , 2011",13500$ ,https://i.cars.kg/preview/r/0LY6bCkSTdnrjoK3f9l-Lg/1080x-/20220922/ee53c557d102b1e01443d609fcefb198.jpg
"Lexus GS 3 поколение Седан , 2005",13500$ ,https://i.cars.kg/preview/r/6odkEyQW-5wTCx2CbOhiBw/1080x-/20220922/e0319d543cc25fd150f18c597d2268c5.jpeg
"Toyota Camry XV50 [рестайлинг] Седан , 2019",36000$ ,https://i.cars.kg/preview/r/SmaZktLqCPIGMZsLS5KGVQ/1080x-/20220922/179fa2c3aa53bab5df2e46fb94579b4a.jpg
"Opel Rekord , 1982",1895$ ,https://i.cars.kg/preview/r/KfeQCcJj1ooBqRwLE6BalQ/1080x-/20220922/ce9769e1211f0f013212d9adeaed0a18.jpg
"Toyota Ist 1 поколение Хетчбэк , 2004",7000$ ,https://i.cars.kg/preview/r/YSF-Ucqeau6c4pq64d7ONw/1080x-/20220922/c6a77beaf0d14ee67be49320309b9628.jpg
"Toyota Mark II X110 Седан , 2003",8400$ ,https://i.cars.kg/preview/r/DKPKqCT-CzmZMC-IHMrz2g/1080x-/20220921/87d28d426d46f08823c56674a6440688.jpg
"Hyundai Sonata YF Седан 4-дв. , 2015",14300$ ,https://i.cars.kg/preview/r/2Av5JwyKI54Tvg6GuaPiiQ/1080x-/20220921/d58bbc24c4649987a4ef719b4df5c9b4.jpg
"Toyota 4Runner 5 поколение Внедорожник , 2014",34500$ ,https://i.cars.kg/preview/r/68kfTEnZai8BKEzgblghMA/1080x-/20220921/444ba95241676e0ca7baa280c196a5d5.jpeg
"Hyundai Santa Fe DM Кроссовер 5-дв. , 2014",21000$ ,https://i.cars.kg/preview/r/dmWf_8ejBlHTXInA4aeSzw/1080x-/20220920/1fa39ba68d09166ddd0c179684621ecf.jpg
"Lexus RX 3 поколение Кроссовер 5-дв. , 2010",22900$ ,https://i.cars.kg/preview/r/wQNLAx40uI8RMyh_SICfKg/1080x-/20220920/c3a999b56ab23f06f6d4d7c972ac59a9.webp
"Kia Sportage 4 поколение Кроссовер , 2016",21000$ ,https://i.cars.kg/preview/r/mmfHncvZR2TeGsWfjo_sVA/1080x-/20220920/2e6c171f4575e009bdb1783e9383800e.jpg
"Mitsubishi Lancer Evolution VIII Седан , 2003",17000$ ,https://i.cars.kg/preview/r/SSUh1OCFkfCXGbnGU1aWiA/1080x-/20220919/0bfa3c77b1393cc0dafc062842db5e84.jpg
"Lexus GX 1 поколение Внедорожник , 2008",31000$ ,https://i.cars.kg/preview/r/OwpLJhU2JILezE84pypicg/1080x-/20220919/d5c321cd400077643109b43accfa8fe2.jpg
"Volkswagen Golf 3 поколение Хетчбэк 5-дв. , 1993",1895$ ,https://i.cars.kg/preview/r/WEWVOJxxClZafo8FUQ2K_w/1080x-/20220919/9a572aa17869cea99bb73cc4762a39c6.jpg
"Cadillac Escalade 3 поколение Внедорожник , 2007",17500$ ,https://i.cars.kg/preview/r/OM9pgp7usqUu3LxD91uExg/1080x-/20220919/5d63dc722e0d1d0b0d1b66b7fdcc329b.jpg
"Nissan Primera P12 Седан 4-дв. , 2004",3316$ ,https://i.cars.kg/preview/r/Wx4BRFyaCiISdn4rV3ECBQ/1080x-/20221013/490a0f112d3752183f5c5588d35a8bcd.jpg
"Subaru Outback 5 поколение Универсал , 2021",34500$ ,https://i.cars.kg/preview/r/X4LJThWwngBvD52_V0LzPw/1080x-/20220918/fe9837c1791c8ab4c5008f115161bb85.webp
"Toyota Land Cruiser , 2008",29999$ ,https://i.cars.kg/preview/r/CQ0oIJZYnZz8a0qrkNK2Bg/1080x-/20220918/9c7bcac9efdebe407f970a2dcea612ff.jpg
"Honda Edix 1 поколение Минивэн , 2004",7900$ ,https://i.cars.kg/preview/r/RTS_3t-InF62bSkiXrbBEQ/1080x-/20220918/a06eb1f70542efc06ee8a371579c240c.jpg
"Mercedes-Benz E-Класс W212/S212/C207/A207 Седан 4-дв. , 2010",22000$ ,https://i.cars.kg/preview/r/QWXX9DSl8HgTlGXKUSpwxg/1080x-/20220917/e6522770a4f095265ac649e1b34df53f.jpg
"Hyundai Starex , 2008",12800$ ,https://i.cars.kg/preview/r/MC-RhwdF2SPNK-hyqMUctQ/1080x-/20220917/1bcd2aa52c921ef15a5afb64486b0b72.webp
"Toyota Corolla E140/150 [рестайлинг] Седан 4-дв. , 2011",11700$ ,https://i.cars.kg/preview/r/-vuPbT-9pCJ_fTkLqV0qyQ/1080x-/20220922/422c30edd981bef4a10033b50ad36d94.jpg
"Lexus LX 3 поколение [рестайлинг] Внедорожник , 2012",52500$ ,https://i.cars.kg/preview/r/Z4WoNZHV8LElYvrcas1t9Q/1080x-/20220917/ffbfdc5052a7327f107a0d6d90571e05.jpg
"SsangYong Korando 2 поколение Hard Top внедорожник 3-дв. , 2016",17000$ ,https://i.cars.kg/preview/r/EMB56QxphFxRAqQQrGUH6w/1080x-/20220917/1e36644e602f5beeb44950ba012d9b7a.jpg
"Toyota Estima 2 поколение Минивэн , 2003",10500$ ,https://i.cars.kg/preview/r/IfopTWvA04bxMNT7GAgcYA/1080x-/20220916/4686948aa48b54423d39ccdb3543f012.jpg
"Lexus LX 3 поколение Внедорожник , 2009",35500$ ,https://i.cars.kg/preview/r/nSipjmH14nSt9GaF0mb8zg/1080x-/20220916/9b2b830809ce5c30627b547cd6c8ffbc.jpg
"Honda Inspire 4 поколение Седан , 2003",4$ ,https://i.cars.kg/preview/r/Ef7rfoIW7Hy_PWtT9S-mDA/1080x-/20220915/28a98aa480544f55781517077b5f6c49.jpg
"Lexus RX 2 поколение [рестайлинг] Кроссовер , 2007",20000$ ,https://i.cars.kg/preview/r/KDy7F6GYao98bGDfpJfYDA/1080x-/20220914/ad7859aed6c5798b0af8c78dc55c3a4b.jpg
"Honda Stepwgn 2 поколение , 2004",9000$ ,https://i.cars.kg/preview/r/_KNjLaog2OvW7LJ9I_b_5Q/1080x-/20220914/a00e1666de49a93030f88d663049ec3a.jpg
"Hyundai Santa Fe CM Кроссовер , 2008",12000$ ,https://i.cars.kg/preview/r/y1cpI2VRUkLwBEC2liXkWA/1080x-/20220914/7b52106beff5ebe36f5673477055827d.jpg
"Lexus RX 2 поколение Кроссовер , 2005",15500$ ,https://i.cars.kg/preview/r/TcvAhxbgNjWAQ1VoIJ6D7g/1080x-/20220914/c16063910b5a75fda8e1bf98239ff1f0.jpg
"Subaru Outback 3 поколение Универсал , 2005",7700$ ,https://i.cars.kg/preview/r/wMIFtrp2Bzc6e4MBSsXt-Q/1080x-/20220914/2b1bc9b1570d9c31d13ecae15ec860ce.jpg
"Mercedes-Benz G-Класс W463 , 2002",22000$ ,https://i.cars.kg/preview/r/pe32wdQQlfdh_t-8Bn5AuA/1080x-/20220914/2c8a6f8f5846218895912c2f5912b405.jpg
"Mercedes-Benz G-Класс W463 , 2002",22000$ ,https://i.cars.kg/preview/r/pe32wdQQlfdh_t-8Bn5AuA/1080x-/20220914/2c8a6f8f5846218895912c2f5912b405.jpg
"Mercedes-Benz G-Класс W463 , 2002",22000$ ,https://i.cars.kg/preview/r/pe32wdQQlfdh_t-8Bn5AuA/1080x-/20220914/2c8a6f8f5846218895912c2f5912b405.jpg
"BMW 7 серия F01/F02 Седан , 2010",17000$ ,https://i.cars.kg/preview/r/M07UAjwe2axtSRBD2woXkQ/1080x-/20220914/93db8138ddf7d3f150d6b01b7457faf2.jpeg
"Hyundai Avante MD Седан , 2011",10800$ ,https://i.cars.kg/preview/r/7PQFqJnrzvmdWurEwrk6Dg/1080x-/20220914/5689e86f3274ea45c1f03aae466101c3.jpg
"Lexus GS 4 поколение Седан 4-дв. , 2012",24000$ ,https://i.cars.kg/preview/r/9bJFOCkN2buDl8_qI-mMhA/1080x-/20220914/303807de26cd053ddfad63a079b47be7.jpeg
"Honda Accord 7 поколение Седан , 2003",7500$ ,https://i.cars.kg/preview/r/HbgpRE45DzjQuNC1ACGH3g/1080x-/20220913/5e94d3eb31c5f44e28d2f332cf841a15.jpg
"Toyota Land Cruiser J100 Внедорожник , 1998",15000$ ,https://i.cars.kg/preview/r/-_D37Idf0-DV_xrU2CffMw/1080x-/20220913/e53b55717b4bccf9fbacc9338eec3a13.jpg
"Mercedes-Benz E-Класс W124 Седан 4-дв. , 1988",1539$ ,https://i.cars.kg/preview/r/4i7WZwV4wt75Z4pZk3ieiA/1080x-/20220913/a0f31ae9c39916af53079f37ea6c12e4.jpg
"Volkswagen Sharan 1 поколение [рестайлинг] Минивэн , 2002",6500$ ,https://i.cars.kg/preview/r/iFaI546iqjo5dSh54F7faA/1080x-/20220913/2fa062a61e0b269c0083d97c845d3cd9.jpg
"Mercedes-Benz E-Класс W124 [2-й рестайлинг] Седан , 1994",4100$ ,https://i.cars.kg/preview/r/5JFfNQ22NWZ4VnXs9rfL8Q/1080x-/20220913/20f79230600df22772d35cea5a00cfdc.jpg
"Opel Zafira A [рестайлинг] OPC минивэн 5-дв. , 2004",2961$ ,https://i.cars.kg/preview/r/LJ7CWHTuzwoPjDISejV3oQ/1080x-/20220913/6783cf7d371a0aa7fadfa80d9fdf241b.jpg
"ShuangHuan Korando , 2016",15500$ ,https://i.cars.kg/preview/r/l1jmHTSN0VpM16SwG0WI6w/1080x-/20220913/b962b4b1a52fa252a29a2cf50ac9eeea.webp
"Mazda 6 3 поколение Седан , 2013",13000$ ,https://i.cars.kg/preview/r/oERKy20jZ0EPm8pMVKqqAw/1080x-/20220912/ca39688dea075688776018651214ed01.jpg
"Hyundai Sonata YF Седан 4-дв. , 2017",14500$ ,https://i.cars.kg/preview/r/9mlAgUDJH3FO1Rl90HAXlQ/1080x-/20220912/6c904e17d1d37a127ff712d6e3c6e5a9.webp
"Land Rover Range Rover 4 поколение Внедорожник , 2016",75000$ ,https://i.cars.kg/preview/r/u3nWC_4R8bnmt6xHDu1SAw/1080x-/20220912/6c73c0c4547e3f29d6efbe450599738a.jpg
"Toyota Land Cruiser J200 Внедорожник , 2008",30000$ ,https://i.cars.kg/preview/r/1Dq9OMC6SNxnRBH7ORnGCw/1080x-/20220912/bdcd13e306cf560a4e11bc904b0b57b4.jpeg
"Toyota Land Cruiser Prado J150 [рестайлинг] Внедорожник , 2014",45000$ ,https://i.cars.kg/preview/r/rDA1-qg0dIW4AZ20px9-UQ/1080x-/20220912/f7c8cbf820a0a153535ee83bd4c09851.webp
"Toyota Ist , 2009",10800$ ,https://i.cars.kg/preview/r/pAnCtyJ0BhTAD7aBP5bcSg/1080x-/20220912/385a4b7f17d576e9957eca4473344674.jpg
"Toyota Corolla E170 [рестайлинг] Седан , 2016",15900$ ,https://i.cars.kg/preview/r/tcZoZCFIgWHoGWFwm-AFrQ/1080x-/20220912/34a6d032f8cc7ae116fdfa2d826d70a0.webp
"Honda CR-V 3 поколение Кроссовер , 2008",15300$ ,https://i.cars.kg/preview/r/NMEyBhnDCe7JjBNEBUATIg/1080x-/20220912/b6b1fe810fd100b7355efd8dd8e93476.jpg
"Honda Accord 6 поколение Седан , 2002",5350$ ,https://i.cars.kg/preview/r/dR-Y3JYKlcIZZ7-yZhJ3MA/1080x-/20220912/4de69b6e7d50f2f580c913652a7bbaa4.jpeg
"Nissan Patrol Y61 Внедорожник 5-дв. , 2001",10200$ ,https://i.cars.kg/preview/r/8CGUP2ogSpUdJy57jKTeyg/1080x-/20220912/b26e99b2e595d6f4a8114bdaea70de60.jpg
"Toyota Sai, 2016",27800$ ,https://i.cars.kg/preview/r/BmP1NpYQ0_rcLQ-tM5nX_w/1080x-/20220912/ee3dae7a37bfdc536db2276220a69e52.jpg
"Mercedes-Benz C-Класс W202/S202 Седан , 1997",3197$ ,https://i.cars.kg/preview/r/4OjE5Z-H7uYSN90of8Ef8w/1080x-/20220912/8f0ed026f3ba496f35e6688d77c882d6.jpg
"Honda , 2021",25$ ,https://i.cars.kg/preview/r/FyuKCv5pXWPq0H-HyFLxVg/1080x-/20220911/20c41ddae300e56508cef05126449a90.jpeg
"Honda Edix 1 поколение Минивэн , 2004",8000$ ,https://i.cars.kg/preview/r/MoyfdpU0sjUavE3WkCFAUw/1080x-/20220911/9531ad4a5f619fad14551952f5dc9010.jpg
"Toyota Estima 2 поколение Минивэн , 2001",7000$ ,https://i.cars.kg/preview/r/ua2OVSdx7oDrpFCR616zTw/1080x-/20220911/9dc8f700f3ed2cc1a8d885ac813d3161.jpg
"Toyota Camry XV30 Седан , 2003",8850$ ,https://i.cars.kg/preview/r/scaTALgTUBYojSNFmTN9eA/1080x-/20220911/045448f609152e162adecfa4ac60bc8f.jpg
"Mercedes-Benz Sprinter , 2001",11000$ ,https://i.cars.kg/preview/r/9ke3Qzq9FBHQMnL1HJyV-w/1080x-/20220911/37d776293b15cc5626a9ac9e1f253b53.jpg
"Hyundai Sonata YF Седан 4-дв. , 2017",15500$ ,https://i.cars.kg/preview/r/DiHUZchX3DF6iY7vtw0jjg/1080x-/20220911/cd70cb4a1f9f021080bd2db3e3438ed6.jpg
"Mercedes-Benz M-Класс W163 Кроссовер , 1998",6490$ ,https://i.cars.kg/preview/r/55itJn6-DfYwvO-Q5utbtw/1080x-/20220910/f635195a4bda9596c6cfc01967f05f38.jpg
"Mercedes-Benz S-Класс , 1983",4915$ ,https://i.cars.kg/preview/r/fXngQKUxVl1GwReFR1Anqg/1080x-/20220910/c03e47f011c86205887f9b30a4a96305.jpg
"Toyota Prius 3 поколение [рестайлинг] Хетчбэк , 2015",13200$ ,https://i.cars.kg/preview/r/zOwBENiMkwzogo62KHhM1A/1080x-/20220910/c8bf6cc830ce97f1a22536415daf6907.jpeg
"Toyota Camry XV50 , 2017",28500$ ,https://i.cars.kg/preview/r/sbZ0TmwDg4qb84gGo8p6KA/1080x-/20220910/a05aeefd44ceb7704d2ea367edc0f1b2.jpg
"Lexus LX 3 поколение Внедорожник , 2009",35000$ ,https://i.cars.kg/preview/r/gvHgz1CcLfQ8SGOxTYOPIw/1080x-/20220910/346fa64d36857657bc9831a352e35831.jpg
"Mercedes-Benz Sprinter, 2000",10500$ ,https://i.cars.kg/preview/r/v3RB1zSyj5KqcrZhcHi--w/1080x-/20220910/2739c9b3ce03b0fac8ab8c426da3a679.jpg
"Mercedes-Benz E-Класс W124 [2-й рестайлинг] Седан , 1995",6514$ ,https://i.cars.kg/preview/r/rXy-wKz2nTP1b8ZWXiSaIw/1080x-/20220910/4ed6638eacfb8cd5deafb9040f701c2f.jpg
"Lexus ES 6 поколение [рестайлинг] Седан , 2016",32000$ ,https://i.cars.kg/preview/r/VBPLzGwecT9rw6VYA4-qcA/1080x-/20220910/ad86435d5965bad731668d5229a459f3.jpg
"Land Rover Freelander 1 поколение Кроссовер 5-дв. , 2004",9200$ ,https://i.cars.kg/preview/r/HPSwh9eJpUESYVTNPjsF-w/1080x-/20220909/b582c8aa141ed4e201afb31de00462a7.jpeg
"Hyundai Sonata YF Седан 4-дв. , 2015",13600$ ,https://i.cars.kg/preview/r/g2fza7J8M2MmdJfYGyJ0ew/1080x-/20220909/22cc6ce7305f58ae8875540f79a33869.jpg
"Volkswagen Jetta 3 поколение Седан , 1997",190000$ ,https://i.cars.kg/preview/r/b3CLCaUAkHDBvn8syNQfGA/1080x-/20220909/ca4c93642ef5e6aaad366f339bfa67c9.jpeg
"Hyundai Santa Fe SM Кроссовер , 2002",5500$ ,https://i.cars.kg/preview/r/bIbzBlK85Boe3z1SIt9XWw/1080x-/20220909/04918116572d17393ec202a45a328716.jpg
"Kia K5 1 поколение Седан , 2016",14400$ ,https://i.cars.kg/preview/r/1Q2tJYPuiRYsBuP_Gtr2zw/1080x-/20220909/f2185d7771c9f26d0172c573b03372ed.jpg
"ВАЗ (Lada) 2106 1 поколение Седан , 1997",1030$ ,https://i.cars.kg/preview/r/MHZkjqtPCysbK3-_l_WD8A/1080x-/20220909/61ece084e3efeca24f644d95c17cdd47.jpg
"Subaru Outback 4 поколение Универсал , 2010",9800$ ,https://i.cars.kg/preview/r/uFY7gnNQVMZJ0DYNVhR0Mw/1080x-/20220909/d1450338cf6f8cbe41f88c2db61cfa94.webp
"Lexus GX 1 поколение Внедорожник , 2005",21500$ ,https://i.cars.kg/preview/r/rn7UZJ2IdgY0Coi-Sw_MIg/1080x-/20220908/b320bd2fbd8ad1ab4c091f3137682849.jpg
"Hyundai Sonata YF Седан 4-дв. , 2012",9900$ ,https://i.cars.kg/preview/r/HFy7AN-SWM92ti3CwCYEng/1080x-/20220908/bcd566b198a65da90fe981f4cc8a89d0.webp
"Mercedes-Benz E-Класс W210/S210 [рестайлинг] Седан , 2000",8100$ ,https://i.cars.kg/preview/r/YYL7xLhiZaxp4PNRzh4EAA/1080x-/20220908/0f65ddea2a2118967220a76afbaf6b26.jpg
"Hyundai Solaris 1 поколение Седан , 2011",7100$ ,https://i.cars.kg/preview/r/Ry6TuauU-SGfuL3LSphDqQ/1080x-/20220908/ce0eb1e0e3758a1cd28fa0a722a1f85c.jpg
"Toyota Mark II X110 Седан , 2004",6500$ ,https://i.cars.kg/preview/r/jz8maK8gdSmeLv0SRPy34g/1080x-/20220908/a0817872fceda3c71f3a0a400b565f96.jpg
"Mercedes-Benz Sprinter, 2008",16000$ ,https://i.cars.kg/preview/r/mu2ypxOJx4nq4_0ZONIbQw/1080x-/20220908/768eb3fb6162ecc564b5fff7eb270fd2.jpg
"Toyota Land Cruiser J200 Внедорожник , 2008",33500$ ,https://i.cars.kg/preview/r/c-d5RdTwPYfz9kuezCR19Q/1080x-/20220908/f1e51cd16f623f8d3f90b16fef8cb387.jpg
"Lexus RX 2 поколение Кроссовер , 2005",17300$ ,https://i.cars.kg/preview/r/vWbWVvhbm2NqCJRT8n74QQ/1080x-/20220908/9f31625a7e4a0e3d2f443f147062fef0.jpg
"Mercedes-Benz M-Класс W166 AMG кроссовер 5-дв. , 2014",73433$ ,https://i.cars.kg/preview/r/liIym4mW8Sf3OyG7JRPidg/1080x-/20220908/2f370154a78e7ecd49c4959babc3788f.jpg
"Mercedes-Benz M-Класс W164 [рестайлинг] Кроссовер , 2009",24000$ ,https://i.cars.kg/preview/r/I-oUtAetib3scpJyMGElLw/1080x-/20220908/82961ee8a5c73fa03701e7e40d2bdd25.jpg
"Toyota Camry XV40 [рестайлинг] Седан 4-дв. , 2010",12900$ ,https://i.cars.kg/preview/r/SzO2ZhAdVmTXw_RGIIlf0g/1080x-/20220907/2934cb468c7ae95cae7c9266c0225d10.jpg
"Hyundai Sonata YF Седан 4-дв. , 2010",9400$ ,https://i.cars.kg/preview/r/tMu90CkEwoDZUgJW2EhObQ/1080x-/20220907/ab62d3a9345aef77ac9e4d361c7ab6a6.jpeg
"Subaru Legacy 4 поколение Универсал , 2004",7800$ ,https://i.cars.kg/preview/r/bCdJzPfUoqkDbMu9HUmqZw/1080x-/20220907/c5983f075de593a7426560f64fa9b20b.jpg
"Lexus GX 1 поколение Внедорожник , 2004",21500$ ,https://i.cars.kg/preview/r/_j7DlJawpBaCB3CdtpLU4w/1080x-/20220907/de274575bb0ae9bc6aec44183fb8ba4e.jpg
"Audi 80 8A/B3 Седан , 2021",2300$ ,https://i.cars.kg/preview/r/PdU27qvN7qGtOWGWjHp03g/1080x-/20220907/6e2e36b8fe69cd8f114fa42a4b4a6c9a.jpg
"Toyota Land Cruiser Prado J120 Внедорожник 5-дв. , 2003",16000$ ,
"Hyundai Getz 1 поколение [рестайлинг] Хетчбэк 5-дв. , 2008",4790$ ,https://i.cars.kg/preview/r/jGO9qMJ36nB9RZyPMY4uVw/1080x-/20220907/74a511819b06c8fa118d1e8a8b601a18.jpeg
"Volkswagen Vento 1 поколение Седан , 1992",2191$ ,https://i.cars.kg/preview/r/30AfwB0XJdsFzpH385eyJg/1080x-/20220907/51329652b15872fc1cd4e65a2331142c.jpg
"Honda Stepwgn 3 поколение [рестайлинг] Spada минивэн 5-дв. , 2008",9500$ ,https://i.cars.kg/preview/r/LN1DBKBEu49fq0Qor4kv_g/1080x-/20220907/03f08ee138c073982d95a45903233c11.jpg
"Toyota Camry XV30 Седан , 2004",9000$ ,https://i.cars.kg/preview/r/yQtneifNIMYmhgeOmrKXow/1080x-/20220906/41b228d1bdbcce10ac1ad7e828d9fc25.jpg
"Chevrolet Niva 1 поколение [рестайлинг] Внедорожник 5-дв. , 2011",600000$ ,https://i.cars.kg/preview/r/fcX0SRjzfoZqb_cRsag7tw/1080x-/20220906/33764940c249a516879fc227407d1b47.jpg
"Volkswagen Vento 1 поколение Седан , 1997",3$ ,https://i.cars.kg/preview/r/ozglXzfdEjPfN6ikVOW3rQ/1080x-/20220906/f78ff015691440931bfb23baf532088d.jpg
"Hyundai Porter 3 поколение Борт , 2008",7461$ ,https://i.cars.kg/preview/r/7WId51y0Z_fjS8O-ivOObg/1080x-/20220906/f7bdd23044a08143f34a134e1a7ccc33.jpg
"ВАЗ (Lada) 2109 1 поколение 21099 седан , 2000",2000$ ,https://i.cars.kg/preview/r/1YuY53eBEhK7eH5hcqTniA/1080x-/20220906/d1d33e6c2b7e70ab54e283c96bdbc06b.jpeg
"Toyota Highlander 1 поколение Кроссовер , 2003",11700$ ,https://i.cars.kg/preview/r/N1JuhVUdLGkHxrdCga5vUw/1080x-/20220905/eb75b1aaf6e2bd43fa8a0990f40906df.jpg
"Mercedes-Benz Viano W639 Микроавтобус , 2004",10500$ ,https://i.cars.kg/preview/r/Ku-bwzeFbU9_PeD2Ua16xQ/1080x-/20220905/e0b78e7893abf9949ec7323fe8beab52.jpg
"Lexus GS 3 поколение Седан , 2006",10500$ ,https://i.cars.kg/preview/r/gHIGyHiTqK2tvBVyZzXdDw/1080x-/20220905/e5401d201c022e0315348b06efa490ae.jpg
